tvoc,eco2,iaq
1,755,2.9
1,743,3
0.998,758,2.9
0.999,745,2.9
0.999,752,2.9
0.999,750,2.9
1,751,3
0.998,757,2.9
0.999,741,2.9
1,750,2.9
1,752,3
0.998,746,2.9
0.999,741,2.9
1,757,2.9
1,753,2.9
1,748,3
0.998,758,2.9
0.999,750,2.9
0.999,756,2.9
1,753,2.9
1.001,758,3
0.999,747,2.9
0.999,753,2.9
0.999,747,2.9
1,754,3
0.998,742,2.9
0.999,747,2.9
0.999,751,2.9
1,742,2.9
1,741,3
0.998,752,2.9
0.998,742,2.9
0.999,757,2.9
1,740,2.9
1,757,3
0.998,757,2.9
0.999,741,2.9
1,743,2.9
1,755,3
0.998,752,2.9
0.999,740,2.9
1,749,2.9
1.001,745,3
0.999,750,2.9
0.999,749,2.9
1,753,2.9
1.001,742,3
0.999,743,2.9
0.999,753,2.9
0.999,745,2.9
1,742,2.9
1.001,740,3
0.999,742,2.9
0.999,749,2.9
1,745,2.9
1,751,3
0.998,758,2.9
0.999,744,2.9
0.999,744,2.9
1,753,2.9
1,758,3
0.998,753,2.9
0.999,748,2.9
0.999,756,2.9
1,746,3
0.998,746,2.9
0.999,746,2.9
0.999,756,2.9
1,746,2.9
1,756,3
0.998,755,2.9
0.999,755,2.9
0.999,755,2.9
1,757,2.9
1,748,3
0.998,748,2.9
0.999,747,2.9
0.999,757,2.9
1,755,2.9
1,748,3
0.998,743,2.9
0.999,740,2.9
0.999,741,2.9
1,748,3
0.998,750,2.9
0.999,743,2.9
0.999,754,2.9
1,754,2.9
1.001,758,3
0.999,752,2.9
0.999,758,2.9
1,742,2.9
1,750,3
0.998,740,2.9
0.999,750,2.9
1,758,2.9
1,750,2.9
1,746,3
0.998,741,2.9
0.999,743,2.9
0.999,745,2.9
1,742,2.9
1,756,3
0.998,755,2.9
0.999,754,2.9
1,758,2.9
1.001,759,3
0.999,759,2.9
0.999,757,2.9
1,742,2.9
1.001,745,3
0.999,759,2.9
0.999,746,2.9
1,751,2.9
1,749,3
0.998,747,2.9
0.999,746,2.9
0.999,741,2.9
1,741,2.9
1,749,3
0.998,756,2.9
0.999,758,2.9
0.999,749,2.9
1,752,2.9
1,744,3
0.998,742,2.9
0.999,759,2.9
0.999,752,2.9
0.999,740,2.9
1,742,3
0.998,751,2.9
0.999,759,2.9
0.999,757,2.9
1,747,2.9
1,748,3
0.998,752,2.9
0.999,754,2.9
1,756,2.9
1,754,3
0.998,747,2.9
0.998,753,2.9
0.999,750,2.9
0.999,752,2.9
1,757,2.9
1.001,751,3
0.999,744,2.9
0.999,751,2.9
1,751,2.9
1,742,3
0.998,742,2.9
0.999,747,2.9
0.999,744,2.9
1,746,3
0.998,749,2.9
0.999,752,2.9
1,748,2.9
1,742,2.9
1,759,3
0.998,756,2.9
0.999,744,2.9
0.999,746,2.9
1,756,2.9
1,755,3
0.998,740,2.9
0.999,756,2.9
0.999,746,2.9
1,744,2.9
1,741,3
0.998,755,2.9
0.999,750,2.9
0.999,742,2.9
1,746,2.9
1,741,3
0.998,752,2.9
0.999,741,2.9
1,744,2.9
1,753,2.9
1,756,3
0.998,751,2.9
0.999,741,2.9
0.999,740,2.9
1,747,3
0.998,757,2.9
0.999,755,2.9
0.999,748,2.9
1,755,2.9
1,747,2.9
1,749,3
0.998,748,2.9
0.999,756,2.9
1,757,2.9
1,747,3
0.998,747,2.9
0.998,757,2.9
0.999,740,2.9
1,748,2.9
1,752,3
0.998,744,2.9
0.999,754,2.9
0.999,751,2.9
1,749,2.9
1,742,3
0.998,751,2.9
0.999,745,2.9
0.999,748,2.9
1,741,3
0.998,751,2.9
0.999,749,2.9
0.999,741,2.9
1,759,2.9
1,743,3
0.998,746,2.9
0.999,757,2.9
1,750,2.9
1,751,3
0.998,752,2.9
0.999,742,2.9
0.999,740,2.9
1,753,3
0.998,755,2.9
0.998,744,2.9
0.999,757,2.9
1,741,2.9
1,756,3
0.998,755,2.9
0.999,742,2.9
0.999,750,2.9
1,742,2.9
1,755,3
0.998,750,2.9
0.999,758,2.9
0.999,754,2.9
1,757,2.9
1,743,2.9
1,751,3
0.998,759,2.9
0.999,742,2.9
1,753,3
0.998,745,2.9
0.999,752,2.9
1,759,2.9
1,745,3
0.998,749,2.9
0.999,751,2.9
0.999,741,2.9
1,756,2.9
1,754,3
0.998,745,2.9
0.999,744,2.9
0.999,757,2.9
1,747,2.9
1.001,753,3
0.999,744,2.9
0.999,745,2.9
1,744,2.9
1.001,752,3
0.999,753,2.9
0.999,747,2.9
1,743,2.9
1,746,3
0.998,742,2.9
0.999,743,2.9
1,753,2.9
1,760,3
0.998,742,2.9
0.999,749,2.9
1,744,2.9
1,749,3
0.998,743,2.9
0.999,742,2.9
0.999,748,2.9
1,741,3
0.998,754,2.9
0.998,755,2.9
0.999,759,2.9
0.999,754,2.9
1,756,3
0.998,755,2.9
0.999,755,2.9
0.999,758,2.9
1,749,2.9
1,742,3
0.998,745,2.9
0.999,755,2.9
1,750,2.9
1,740,2.9
1,759,3
0.998,753,2.9
0.999,757,2.9
1,749,3
0.998,750,2.9
0.998,749,2.9
0.999,758,2.9
1,757,2.9
1,742,3
0.998,753,2.9
0.999,754,2.9
0.999,750,2.9
1,741,2.9
1,749,3
0.998,753,2.9
0.999,740,2.9
0.999,753,2.9
1,757,2.9
1,741,2.9
1.001,743,3
0.999,751,2.9
0.999,751,2.9
1,754,2.9
1,759,2.9
1,742,3
0.998,755,2.9
0.999,759,2.9
0.999,741,2.9
1,748,3
0.998,756,2.9
0.999,745,2.9
0.999,757,2.9
1,748,2.9
1.001,748,3
0.999,754,2.9
0.999,756,2.9
1,759,2.9
1.001,753,3
0.999,741,2.9
0.999,749,2.9
1,756,2.9
1,757,3
0.998,749,2.9
0.999,741,2.9
0.999,749,2.9
1,750,2.9
1,742,3
0.998,749,2.9
0.999,744,2.9
1,755,3
0.998,746,2.9
0.999,740,2.9
0.999,745,2.9
1,748,2.9
1.001,745,3
0.999,753,2.9
0.999,753,2.9
1,757,2.9
1.001,749,3
0.999,758,2.9
0.999,749,2.9
1,742,2.9
1,760,3
0.998,742,2.9
0.999,754,2.9
0.999,754,2.9
1,746,2.9
1,753,3
0.998,748,2.9
0.999,751,2.9
1,759,2.9
1.001,741,3
0.999,756,2.9
0.999,740,2.9
1,741,2.9
1,742,3
0.998,743,2.9
0.999,759,2.9
0.999,752,2.9
1,757,2.9
1,760,3
0.998,751,2.9
0.999,758,2.9
1,745,2.9
1,753,3
0.998,745,2.9
0.999,750,2.9
0.999,753,2.9
1,755,2.9
1,759,3
0.998,759,2.9
0.999,757,2.9
1,755,2.9
1.001,754,3
0.999,757,2.9
0.999,747,2.9
1,743,2.9
1,741,3
0.998,746,2.9
0.999,752,2.9
0.999,754,2.9
1,747,2.9
1,750,3
0.998,742,2.9
0.999,745,2.9
0.999,741,2.9
1,750,2.9
1,757,3
0.998,749,2.9
0.999,754,2.9
0.999,740,2.9
1,750,2.9
1,752,3
0.998,752,2.9
0.998,749,2.9
0.999,758,2.9
1,757,2.9
1,748,3
0.998,758,2.9
0.999,751,2.9
0.999,750,2.9
1,748,2.9
1,755,3
0.998,756,2.9
0.999,741,2.9
0.999,758,2.9
1,743,2.9
1,749,3
0.998,757,2.9
0.999,753,2.9
0.999,745,2.9
1,745,3
0.998,758,2.9
0.998,741,2.9
0.999,748,2.9
1,744,2.9
1,754,2.9
1.001,746,3
0.999,753,2.9
0.999,753,2.9
1,745,3
0.998,753,2.9
0.999,752,2.9
0.999,758,2.9
1,751,3
0.998,757,2.9
0.999,758,2.9
0.999,759,2.9
1,755,3
0.998,758,2.9
0.999,746,2.9
1,755,2.9
1,753,3
0.998,743,2.9
0.999,752,2.9
0.999,746,2.9
1,759,2.9
1.001,747,3
0.999,740,2.9
1,743,2.9
1,757,3
0.998,754,2.9
0.998,750,2.9
0.999,750,2.9
0.999,758,2.9
1,750,3
0.998,749,2.9
0.999,743,2.9
1,753,2.9
1,759,2.9
1,744,3
0.998,745,2.9
0.999,759,2.9
0.999,742,2.9
1,743,2.9
1.001,757,3
0.999,748,2.9
0.999,742,2.9
0.999,740,2.9
1,742,2.9
1,751,3
0.998,753,2.9
0.999,748,2.9
0.999,759,2.9
1,756,2.9
1,757,2.9
1.001,754,3
0.999,759,2.9
0.999,749,2.9
0.999,750,2.9
1,744,2.9
1.001,748,3
0.999,740,2.9
0.999,753,2.9
1,744,3
0.998,741,2.9
0.999,757,2.9
0.999,750,2.9
1,753,3
0.998,745,2.9
0.999,755,2.9
1,744,2.9
1,749,3
0.998,751,2.9
0.999,758,2.9
0.999,745,2.9
1,754,2.9
1,759,3
0.998,748,2.9
0.999,753,2.9
1,748,2.9
1.001,746,3
0.999,748,2.9
0.999,755,2.9
0.999,742,2.9
1,743,2.9
1,758,3
0.998,743,2.9
0.999,759,2.9
0.999,744,2.9
1,760,3
0.998,743,2.9
0.999,743,2.9
1,749,2.9
1,751,3
0.998,749,2.9
0.999,753,2.9
1,743,2.9
1.001,758,3
0.999,759,2.9
0.999,748,2.9
1,754,2.9
1,752,3
0.998,757,2.9
0.998,747,2.9
0.999,743,2.9
1,747,2.9
1,749,2.9
1,741,3
0.998,749,2.9
0.999,744,2.9
0.999,751,2.9
1,754,3
0.998,753,2.9
0.999,746,2.9
0.999,750,2.9
0.999,756,2.9
1,746,3
0.998,742,2.9
0.998,751,2.9
0.999,750,2.9
1,755,2.9
1,752,2.9
1,744,3
0.998,752,2.9
0.999,740,2.9
0.999,744,2.9
1,754,2.9
1.001,756,3
0.999,749,2.9
0.999,748,2.9
1,752,2.9
1,742,3
0.998,753,2.9
0.998,755,2.9
0.999,740,2.9
1,745,2.9
1,751,3
0.998,744,2.9
0.999,744,2.9
0.999,745,2.9
1,742,2.9
1,743,3
0.998,743,2.9
0.999,757,2.9
1,746,2.9
1,751,3
0.998,739,2.9
0.999,751,2.9
1,746,2.9
1,748,3
0.998,757,2.9
0.999,759,2.9
0.999,749,2.9
1,747,2.9
1,753,3
0.998,748,2.9
0.999,744,2.9
1,754,2.9
1.001,759,3
0.999,752,2.9
0.999,751,2.9
1,746,2.9
1.001,747,3
0.999,755,2.9
0.999,744,2.9
1,757,2.9
1,757,2.9
1,750,3
0.998,759,2.9
0.999,745,2.9
0.999,751,2.9
1,755,2.9
1,743,3
0.998,746,2.9
0.999,748,2.9
0.999,744,2.9
1,757,2.9
1,746,3
0.998,740,2.9
0.999,751,2.9
0.999,742,2.9
0.999,753,2.9
1,749,3
0.998,745,2.9
0.999,759,2.9
0.999,755,2.9
0.999,742,2.9
1,750,3
0.998,753,2.9
0.999,756,2.9
0.999,753,2.9
1,750,3
0.998,757,2.9
0.999,741,2.9
0.999,742,2.9
1,744,2.9
1,742,3
0.998,750,2.9
0.999,749,2.9
0.999,740,2.9
1,753,3
0.998,744,2.9
0.999,740,2.9
0.999,759,2.9
1,757,3
0.998,752,2.9
0.999,751,2.9
0.999,752,2.9
1,741,2.9
1,758,3
0.998,741,2.9
0.999,746,2.9
1,741,2.9
1,757,3
0.998,759,2.9
0.999,759,2.9
1,742,2.9
1.001,751,3
0.999,753,2.9
0.999,758,2.9
1,745,2.9
1.001,742,3
0.999,745,2.9
0.999,758,2.9
1,744,3
0.998,743,2.9
0.999,750,2.9
0.999,750,2.9
0.999,751,2.9
1,750,3
0.998,747,2.9
0.999,740,2.9
0.999,743,2.9
1,742,2.9
1,747,3
0.998,756,2.9
0.999,758,2.9
1,749,2.9
1,749,3
0.998,748,2.9
0.998,755,2.9
0.999,740,2.9
1,744,2.9
1,750,2.9
1,750,3
0.998,751,2.9
0.999,745,2.9
0.999,759,2.9
1,759,3
0.998,753,2.9
0.999,742,2.9
1,741,2.9
1,755,3
0.998,745,2.9
0.999,749,2.9
1,754,2.9
1,744,3
0.998,740,2.9
0.999,741,2.9
1,754,2.9
1,749,3
0.998,754,2.9
0.999,747,2.9
0.999,741,2.9
1,757,2.9
1,760,2.9
1,754,3
0.998,749,2.9
0.999,749,2.9
0.999,749,2.9
1,748,2.9
1,757,3
0.998,744,2.9
0.999,758,2.9
0.999,741,2.9
1,756,2.9
1,750,3
0.998,740,2.9
0.999,742,2.9
0.999,757,2.9
1,758,2.9
1,747,2.9
1.001,752,3
0.999,746,2.9
0.999,743,2.9
1,759,2.9
1,747,3
0.998,746,2.9
0.999,752,2.9
1,748,2.9
1,753,3
0.998,744,2.9
0.999,749,2.9
0.999,749,2.9
1,748,2.9
1,744,3
0.998,747,2.9
0.999,740,2.9
0.999,759,2.9
1,749,2.9
1,749,3
0.998,755,2.9
0.999,751,2.9
0.999,748,2.9
1,743,2.9
1,740,3
0.998,743,2.9
0.999,754,2.9
0.999,743,2.9
1,752,2.9
1,742,3
0.998,754,2.9
0.999,751,2.9
1,754,2.9
1,749,3
0.998,750,2.9
0.999,747,2.9
0.999,741,2.9
1,744,3
0.998,747,2.9
0.999,758,2.9
0.999,759,2.9
1,758,2.9
1,745,3
0.998,745,2.9
0.999,746,2.9
0.999,759,2.9
1,743,2.9
1,752,3
0.998,759,2.9
0.999,754,2.9
0.999,759,2.9
1,740,2.9
1,754,3
0.998,747,2.9
0.999,758,2.9
0.999,759,2.9
1,742,2.9
1.001,753,3
0.999,756,2.9
0.999,753,2.9
1,753,2.9
1,745,3
0.998,746,2.9
0.999,746,2.9
1,754,2.9
1,758,3
0.998,759,2.9
0.999,743,2.9
0.999,740,2.9
1,745,2.9
1.001,745,3
0.999,749,2.9
0.999,753,2.9
1,749,2.9
1,746,3
0.998,748,2.9
0.998,755,2.9
0.999,744,2.9
1,747,2.9
1.001,747,3
0.999,758,2.9
0.999,754,2.9
1,758,2.9
1,759,3
0.998,754,2.9
0.999,759,2.9
1,743,2.9
1,758,3
0.998,742,2.9
0.999,751,2.9
1,748,2.9
1,745,3
0.998,741,2.9
0.999,754,2.9
0.999,758,2.9
1,744,2.9
1,758,3
0.998,756,2.9
0.998,744,2.9
0.999,751,2.9
1,745,2.9
1.001,744,3
0.999,749,2.9
0.999,759,2.9
1,751,2.9
1,743,2.9
1.001,741,3
0.999,754,2.9
0.999,748,2.9
1,755,2.9
1,741,3
0.998,758,2.9
0.999,741,2.9
0.999,755,2.9
1,753,2.9
1,758,3
0.998,743,2.9
0.999,747,2.9
1,758,2.9
1,754,3
0.998,748,2.9
0.999,757,2.9
1,748,2.9
1.001,747,3
0.999,740,2.9
0.999,758,2.9
0.999,750,2.9
1,759,3
0.998,756,2.9
0.999,744,2.9
0.999,758,2.9
1,741,3
0.998,755,2.9
0.999,757,2.9
0.999,741,2.9
1,741,2.9
1,755,3
0.998,743,2.9
0.999,759,2.9
0.999,749,2.9
1,749,2.9
1,754,3
0.998,749,2.9
0.999,742,2.9
1,757,2.9
1,755,3
0.998,743,2.9
0.999,746,2.9
1,754,2.9
1.001,754,3
0.999,752,2.9
0.999,759,2.9
1,740,2.9
1.001,748,3
0.999,757,2.9
0.999,755,2.9
0.999,760,2.9
1,755,2.9
1,743,3
0.998,756,2.9
0.999,743,2.9
0.999,754,2.9
1,754,2.9
1,750,3
0.998,741,2.9
0.999,746,2.9
0.999,758,2.9
1,754,2.9
1,740,3
0.998,747,2.9
0.999,740,2.9
0.999,753,2.9
1,752,2.9
1.001,742,3
0.999,744,2.9
0.999,752,2.9
1,758,2.9
1,751,3
0.998,746,2.9
0.999,748,2.9
0.999,751,2.9
1,753,2.9
1,746,3
0.998,759,2.9
0.999,753,2.9
0.999,744,2.9
1,753,3
0.998,748,2.9
0.999,760,2.9
1,758,2.9
1,760,3
0.998,754,2.9
0.999,748,2.9
0.999,748,2.9
1,753,3
0.998,753,2.9
0.998,749,2.9
0.999,746,2.9
0.999,741,2.9
1,755,2.9
1,748,3
0.998,759,2.9
0.999,741,2.9
1,746,2.9
1,755,2.9
1,742,3
0.998,743,2.9
0.999,756,2.9
1,751,2.9
1,743,3
0.998,743,2.9
0.999,746,2.9
1,754,2.9
1,756,3
0.998,753,2.9
0.999,752,2.9
1,758,2.9
1,756,3
0.998,757,2.9
0.999,747,2.9
0.999,742,2.9
1,742,2.9
1,744,3
0.998,758,2.9
0.998,745,2.9
0.999,747,2.9
0.999,743,2.9
1,758,3
0.998,744,2.9
0.998,757,2.9
0.999,741,2.9
1,748,2.9
1,755,3
0.998,752,2.9
0.999,750,2.9
0.999,751,2.9
1,751,2.9
1,743,3
0.998,757,2.9
0.999,754,2.9
0.999,751,2.9
0.999,750,2.9
1,757,2.9
1,750,3
0.998,754,2.9
0.999,746,2.9
0.999,746,2.9
1,759,2.9
1,750,3
0.998,741,2.9
0.999,752,2.9
1,753,2.9
1.001,748,3
0.999,758,2.9
1,750,2.9
1,745,2.9
1.001,750,3
0.999,744,2.9
0.999,757,2.9
1,740,3
0.998,741,2.9
0.999,758,2.9
1,750,2.9
1,759,3
0.998,755,2.9
0.999,759,2.9
0.999,750,2.9
1,747,3
0.998,751,2.9
0.999,741,2.9
1,743,2.9
1,755,3
0.998,756,2.9
0.999,743,2.9
1,758,2.9
1,746,3
0.998,749,2.9
0.999,744,2.9
0.999,752,2.9
1,756,2.9
1,760,3
0.998,756,2.9
0.998,748,2.9
0.999,749,2.9
0.999,752,2.9
1,753,2.9
1.001,743,3
0.999,752,2.9
1,753,2.9
1,746,3
0.998,744,2.9
0.998,747,2.9
0.999,757,2.9
0.999,740,2.9
1,750,2.9
1,752,3
0.998,739,2.9
0.999,749,2.9
0.999,748,2.9
1,743,3
0.998,748,2.9
0.999,751,2.9
0.999,755,2.9
1,750,2.9
1.001,743,3
0.999,744,2.9
0.999,746,2.9
0.999,741,2.9
1,754,2.9
1,742,3
0.998,757,2.9
0.999,741,2.9
1,758,2.9
1.001,750,3
0.999,752,2.9
0.999,752,2.9
0.999,752,2.9
1,749,3
0.998,758,2.9
0.999,752,2.9
0.999,749,2.9
1,756,2.9
1,747,3
0.998,759,2.9
0.999,743,2.9
0.999,756,2.9
1,743,2.9
1,752,3
0.998,759,2.9
0.999,750,2.9
0.999,753,2.9
1,750,2.9
1,746,3
0.998,752,2.9
0.999,757,2.9
0.999,751,2.9
1,743,2.9
1,754,3
0.998,746,2.9
0.999,753,2.9
1,759,2.9
1,759,3
0.998,758,2.9
0.999,743,2.9
1,759,2.9
1,743,3
0.998,744,2.9
0.999,757,2.9
0.999,742,2.9
1,745,2.9
1,755,3
0.998,755,2.9
0.999,740,2.9
1,746,3
0.998,757,2.9
0.998,745,2.9
0.999,745,2.9
1,746,2.9
1.001,744,3
0.999,745,2.9
0.999,750,2.9
1,756,3
0.998,757,2.9
0.999,751,2.9
1,743,2.9
1,752,3
0.998,741,2.9
0.998,742,2.9
0.999,759,2.9
0.999,748,2.9
1,757,2.9
1,752,3
0.998,745,2.9
0.999,744,2.9
0.999,756,2.9
1,744,2.9
1,746,3
0.998,742,2.9
0.999,749,2.9
0.999,753,2.9
1,751,2.9
1.001,742,3
0.999,753,2.9
0.999,742,2.9
1,759,3
0.998,746,2.9
0.999,753,2.9
0.999,757,2.9
1,741,2.9
1,742,3
0.998,758,2.9
0.999,743,2.9
0.999,744,2.9
1,756,2.9
1.001,758,3
0.999,756,2.9
0.999,743,2.9
1,745,2.9
1.001,749,3
0.999,741,2.9
0.999,748,2.9
1,741,2.9
1,756,3
0.998,740,2.9
0.999,742,2.9
0.999,759,2.9
0.999,752,2.9
1,750,3
0.998,744,2.9
0.999,742,2.9
0.999,746,2.9
1,759,3
0.998,754,2.9
0.999,759,2.9
0.999,741,2.9
0.999,742,2.9
1,756,2.9
1,753,2.9
1.001,751,3
0.999,745,2.9
0.999,740,2.9
1,748,2.9
1,758,3
0.998,749,2.9
0.998,741,2.9
0.999,750,2.9
0.999,751,2.9
1,745,2.9
1,755,3
0.998,755,2.9
0.999,748,2.9
0.999,740,2.9
1,747,2.9
1,750,3
0.998,746,2.9
0.999,749,2.9
1,753,2.9
1,758,3
0.998,753,2.9
0.999,752,2.9
1,740,2.9
1,754,3
0.998,759,2.9
0.999,745,2.9
1,750,2.9
1,755,3
0.998,754,2.9
0.999,740,2.9
0.999,756,2.9
0.999,750,2.9
1,752,3
0.998,758,2.9
0.998,740,2.9
0.999,748,2.9
1,757,2.9
1,748,3
0.998,752,2.9
0.999,748,2.9
0.999,748,2.9
1,750,2.9
1,757,3
0.998,740,2.9
0.999,756,2.9
1,749,2.9
1,756,3
0.998,748,2.9
0.998,754,2.9
0.999,744,2.9
0.999,755,2.9
1,758,2.9
1,742,3
0.998,740,2.9
0.999,752,2.9
1,757,2.9
1.001,747,3
0.999,748,2.9
0.999,741,2.9
1,758,3
0.998,758,2.9
0.999,749,2.9
0.999,754,2.9
1,749,2.9
1.001,740,3
0.999,751,2.9
0.999,751,2.9
1,753,2.9
1,755,3
0.998,747,2.9
0.999,749,2.9
1,755,2.9
1,756,3
0.998,742,2.9
0.999,747,2.9
1,744,2.9
1,743,3
0.998,739,2.9
0.999,746,2.9
0.999,744,2.9
1,743,2.9
1,756,3
0.998,756,2.9
0.999,760,2.9
0.999,743,2.9
1,755,2.9
1,747,3
0.998,751,2.9
0.999,754,2.9
1,742,2.9
1.001,746,3
0.999,756,2.9
0.999,753,2.9
0.999,742,2.9
1,750,2.9
1,749,3
0.998,740,2.9
0.999,750,2.9
0.999,740,2.9
1,755,2.9
1,747,3
0.998,739,2.9
0.999,740,2.9
1,752,2.9
1.001,741,3
0.999,740,2.9
0.999,752,2.9
1,740,2.9
1,752,3
0.998,744,2.9
0.999,754,2.9
1,741,2.9
1.001,749,3
0.999,750,2.9
0.999,752,2.9
1,753,2.9
1,760,3
0.998,748,2.9
0.999,754,2.9
1,747,2.9
1,754,3
0.998,741,2.9
0.998,740,2.9
0.999,747,2.9
1,752,2.9
1,756,2.9
1.001,758,3
0.999,759,2.9
0.999,756,2.9
0.999,748,2.9
1,749,2.9
1.001,759,3
0.999,753,2.9
0.999,748,2.9
1,752,2.9
1,748,2.9
1.001,744,3
0.999,751,2.9
0.999,742,2.9
1,741,2.9
1,742,3
0.998,746,2.9
0.999,756,2.9
1,748,2.9
1,760,2.9
1,743,3
0.998,756,2.9
0.998,744,2.9
0.999,745,2.9
1,745,2.9
1.001,749,3
0.999,756,2.9
0.999,754,2.9
1,758,2.9
1,748,3
0.998,747,2.9
0.999,758,2.9
0.999,751,2.9
1,743,3
0.998,759,2.9
0.999,748,2.9
0.999,740,2.9
1,758,3
0.998,743,2.9
0.999,743,2.9
0.999,750,2.9
1,744,3
0.998,739,2.9
0.999,743,2.9
0.999,753,2.9
1,753,3
0.998,758,2.9
0.999,756,2.9
0.999,748,2.9
1,749,2.9
1,751,3
0.998,754,2.9
0.999,754,2.9
1,759,2.9
1,741,3
0.998,751,2.9
0.999,747,2.9
1,746,2.9
1,744,3
0.998,742,2.9
0.999,752,2.9
1,755,2.9
1.001,756,3
0.999,755,2.9
0.999,755,2.9
1,744,2.9
1,759,3
0.998,745,2.9
0.999,741,2.9
1,755,2.9
1,760,3
0.998,747,2.9
0.999,751,2.9
1,748,2.9
1,752,3
0.998,755,2.9
0.998,742,2.9
0.999,755,2.9
0.999,748,2.9
1,756,2.9
1,752,3
0.998,747,2.9
0.999,746,2.9
0.999,747,2.9
1,757,2.9
1,753,3
0.998,759,2.9
0.999,751,2.9
1,756,2.9
1,756,3
0.998,742,2.9
0.999,744,2.9
0.999,759,2.9
1,750,2.9
1.001,752,3
0.999,748,2.9
0.999,757,2.9
1,752,2.9
1,756,3
0.998,750,2.9
0.999,759,2.9
0.999,744,2.9
1,747,2.9
1,755,3
0.998,742,2.9
0.998,752,2.9
0.999,748,2.9
0.999,759,2.9
1,751,2.9
1,758,3
0.998,753,2.9
0.999,741,2.9
1,740,2.9
1,750,3
0.998,743,2.9
0.999,756,2.9
0.999,758,2.9
1,748,3
0.998,751,2.9
0.999,743,2.9
0.999,750,2.9
0.999,741,2.9
1,744,2.9
1,751,3
0.998,740,2.9
0.999,743,2.9
0.999,757,2.9
1,744,3
0.998,743,2.9
0.999,752,2.9
0.999,749,2.9
1,747,2.9
1.001,749,3
0.999,740,2.9
1,756,2.9
1,755,3
0.998,745,2.9
0.999,755,2.9
0.999,744,2.9
1,742,3
0.998,742,2.9
0.999,745,2.9
0.999,754,2.9
1,751,2.9
1.001,750,3
0.999,745,2.9
1,757,2.9
1,741,2.9
1,755,3
0.998,758,2.9
0.999,758,2.9
1,752,2.9
1,755,3
0.998,750,2.9
0.999,741,2.9
1,753,3
0.998,746,2.9
0.999,753,2.9
0.999,747,2.9
1,751,2.9
1,749,3
0.998,752,2.9
0.999,749,2.9
0.999,753,2.9
1,754,3
0.998,742,2.9
0.999,749,2.9
0.999,742,2.9
1,755,2.9
1,755,3
0.998,758,2.9
0.999,752,2.9
1,749,2.9
1,751,3
0.998,741,2.9
0.999,757,2.9
1,757,2.9
1,742,3
0.998,750,2.9
0.999,749,2.9
1,743,2.9
1,747,3
0.998,742,2.9
0.999,753,2.9
1,748,2.9
1,752,3
0.998,754,2.9
0.999,746,2.9
1,759,2.9
1,746,3
0.998,742,2.9
0.999,740,2.9
1,742,2.9
1,752,3
0.998,755,2.9
0.999,746,2.9
0.999,759,2.9
1,741,3
0.998,752,2.9
0.999,744,2.9
0.999,757,2.9
0.999,750,2.9
1,745,3
0.998,752,2.9
0.999,746,2.9
1,754,2.9
1,759,3
0.998,746,2.9
0.999,751,2.9
0.999,749,2.9
1,746,2.9
1,759,3
0.998,749,2.9
0.999,746,2.9
0.999,747,2.9
1,756,3
0.998,741,2.9
0.999,752,2.9
1,751,2.9
1,747,3
0.998,757,2.9
0.998,746,2.9
0.999,750,2.9
0.999,742,2.9
1,758,3
0.998,748,2.9
0.999,751,2.9
1,751,2.9
1.001,743,3
0.999,752,2.9
0.999,746,2.9
1,757,2.9
1.001,749,3
0.999,741,2.9
0.999,752,2.9
0.999,741,2.9
1,754,2.9
1,742,2.9
1.001,754,3
0.999,747,2.9
0.999,757,2.9
1,751,2.9
1,751,3
0.998,759,2.9
0.999,753,2.9
1,743,2.9
1,744,3
0.998,741,2.9
0.999,754,2.9
0.999,743,2.9
1,744,2.9
1.001,759,3
0.999,753,2.9
0.999,749,2.9
1,754,2.9
1,753,3
0.998,754,2.9
0.999,744,2.9
1,757,2.9
1,760,3
0.998,740,2.9
0.999,757,2.9
1,752,2.9
1,741,3
0.998,743,2.9
0.999,745,2.9
0.999,759,2.9
1,755,3
0.998,755,2.9
0.999,745,2.9
0.999,750,2.9
1,748,2.9
1,748,3
0.998,749,2.9
0.999,758,2.9
1,758,2.9
1,741,3
0.998,746,2.9
0.999,751,2.9
0.999,746,2.9
1,752,2.9
1.001,760,3
0.999,742,2.9
0.999,748,2.9
1,757,2.9
1,746,3
0.998,755,2.9
0.999,745,2.9
1,742,2.9
1,749,3
0.998,756,2.9
0.999,750,2.9
0.999,752,2.9
1,751,2.9
1,754,3
0.998,747,2.9
0.999,743,2.9
1,741,2.9
1,756,3
0.998,745,2.9
0.998,749,2.9
0.999,751,2.9
0.999,751,2.9
1,755,2.9
1,756,3
0.998,757,2.9
0.999,740,2.9
1,750,2.9
1,757,3
0.998,757,2.9
0.999,747,2.9
0.999,749,2.9
0.999,745,2.9
1,742,3
0.998,757,2.9
0.998,743,2.9
0.999,741,2.9
1,741,2.9
1.001,744,3
0.999,756,2.9
0.999,749,2.9
1,741,3
0.998,742,2.9
0.998,741,2.9
0.999,751,2.9
1,749,2.9
1.001,760,3
0.999,747,2.9
0.999,751,2.9
1,742,3
0.998,757,2.9
0.999,744,2.9
0.999,756,2.9
1,742,2.9
1,752,3
0.998,743,2.9
0.999,742,2.9
0.999,740,2.9
1,742,2.9
1,752,3
0.998,741,2.9
0.999,751,2.9
0.999,747,2.9
1,759,2.9
1,751,3
0.998,745,2.9
0.999,751,2.9
